hours_worked,overtime_hours,projects_handled,meetings_count,workload_rating,deadline_pressure,productivity_rating,task_delay,breaks,break_duration,sick_days,leave_days,exhaustion_rating,travel,travel_enjoyment,family_time,social_satisfaction,commute_time,wlb_score,wlb_label
35-40,>15,4-5,6-10,2.0,2.0,1.0,Rarely,2,>45,3,4+,2.0,3 trips,5.0,11-15,4.0,30-60,711.5,GOOD
<35,1-5,>8,0-5,3.0,3.0,4.0,Sometimes,2,20-30,1,1,3.0,3 trips,2.0,6-10,3.0,No commute,659.7,MODERATE
40-45,None,1,>20,2.0,2.0,4.0,Rarely,3,<10,4+,1,2.0,>3 trips,3.0,>15,2.0,<30,712.1,GOOD
<35,6-10,4-5,0-5,2.0,2.0,2.0,Rarely,None,Unknown,1,2,3.0,No travel,2.0,11-15,5.0,30-60,676.7,MODERATE
45-50,None,6-8,0-5,1.0,1.0,5.0,Never,3,10-20,1,None,1.0,2 trips,5.0,3-5,1.0,No commute,600.6,MODERATE
35-40,6-10,6-8,6-10,1.0,1.0,4.0,Never,4+,20-30,1,4+,1.0,>3 trips,5.0,6-10,3.0,30-60,727.8,GOOD
>50,1-5,1,>20,1.0,1.0,3.0,Never,None,Unknown,2,None,2.0,1 trip,3.0,<3,5.0,No commute,650.3,MODERATE
35-40,None,6-8,11-15,3.0,3.0,3.0,Sometimes,2,10-20,1,None,3.0,1 trip,5.0,>15,5.0,<30,727.4,GOOD
45-50,11-15,1,0-5,4.0,4.0,2.0,Often,2,20-30,None,1,4.0,1 trip,2.0,>15,2.0,No commute,698.9,MODERATE
35-40,1-5,>8,0-5,1.0,1.0,2.0,Never,3,30-45,4+,4+,1.0,No travel,4.0,6-10,1.0,1-2h,700.2,GOOD
35-40,None,1,0-5,3.0,3.0,2.0,Sometimes,None,>45,2,2,4.0,2 trips,2.0,6-10,2.0,>2h,649.9,MODERATE
45-50,6-10,2-3,6-10,3.0,3.0,2.0,Sometimes,None,>45,None,3,4.0,No travel,2.0,3-5,2.0,No commute,641.4,MODERATE
35-40,6-10,6-8,6-10,1.0,1.0,2.0,Never,None,30-45,2,2,2.0,3 trips,2.0,3-5,2.0,1-2h,622.7,MODERATE
40-45,1-5,6-8,0-5,3.0,3.0,3.0,Sometimes,None,Unknown,2,1,4.0,3 trips,5.0,<3,5.0,30-60,722.4,GOOD
40-45,1-5,4-5,6-10,2.0,2.0,2.0,Rarely,2,>45,None,2,2.0,1 trip,2.0,6-10,2.0,>2h,633.3,MODERATE
35-40,6-10,2-3,6-10,4.0,4.0,4.0,Often,2,20-30,3,1,4.0,2 trips,5.0,>15,2.0,No commute,730.4,GOOD
>50,None,4-5,6-10,2.0,2.0,4.0,Rarely,1,30-45,3,1,3.0,>3 trips,2.0,3-5,5.0,No commute,654.4,MODERATE
45-50,11-15,1,16-20,2.0,2.0,1.0,Rarely,1,>45,1,None,3.0,3 trips,2.0,6-10,1.0,<30,658.8,MODERATE
40-45,>15,>8,>20,5.0,5.0,4.0,Always,1,30-45,None,4+,5.0,>3 trips,4.0,6-10,5.0,No commute,685.8,MODERATE
>50,1-5,6-8,6-10,2.0,2.0,2.0,Rarely,None,10-20,1,3,3.0,>3 trips,1.0,11-15,2.0,>2h,651.8,MODERATE
35-40,6-10,>8,16-20,2.0,2.0,3.0,Rarely,None,<10,3,1,3.0,3 trips,5.0,<3,2.0,30-60,643.1,MODERATE
>50,None,1,16-20,4.0,4.0,2.0,Often,2,20-30,None,1,4.0,>3 trips,2.0,>15,2.0,<30,698.9,MODERATE
<35,1-5,1,6-10,4.0,4.0,2.0,Often,3,<10,None,None,3.0,>3 trips,5.0,3-5,4.0,>2h,619.1,MODERATE
40-45,None,2-3,16-20,5.0,5.0,2.0,Always,None,Unknown,None,3,5.0,>3 trips,4.0,6-10,5.0,No commute,668.2,MODERATE
35-40,1-5,4-5,11-15,1.0,1.0,2.0,Never,3,Unknown,1,1,1.0,No travel,4.0,<3,2.0,>2h,690.6,MODERATE
45-50,6-10,6-8,16-20,2.0,2.0,2.0,Rarely,3,Unknown,2,4+,2.0,2 trips,2.0,>15,5.0,>2h,724.0,GOOD
35-40,None,6-8,>20,4.0,4.0,1.0,Often,2,<10,2,4+,4.0,1 trip,1.0,<3,3.0,30-60,583.8,MODERATE
45-50,6-10,>8,16-20,3.0,3.0,2.0,Sometimes,1,Unknown,2,None,3.0,No travel,2.0,<3,5.0,No commute,711.5,GOOD
35-40,None,2-3,6-10,1.0,1.0,5.0,Never,3,<10,None,1,1.0,>3 trips,5.0,3-5,1.0,1-2h,671.7,MODERATE
>50,1-5,1,0-5,2.0,2.0,2.0,Rarely,4+,30-45,3,3,1.0,No travel,5.0,3-5,5.0,<30,733.1,GOOD
>50,>15,2-3,11-15,4.0,4.0,2.0,Often,2,<10,1,None,4.0,No travel,5.0,3-5,3.0,30-60,641.4,MODERATE
>50,>15,6-8,16-20,3.0,3.0,2.0,Sometimes,2,Unknown,1,None,3.0,2 trips,4.0,11-15,4.0,<30,700.4,GOOD
<35,11-15,4-5,11-15,5.0,5.0,3.0,Always,2,10-20,3,2,4.0,2 trips,2.0,3-5,1.0,No commute,642.7,MODERATE
45-50,11-15,>8,>20,5.0,5.0,3.0,Always,2,10-20,2,None,4.0,>3 trips,2.0,3-5,1.0,<30,642.7,MODERATE
>50,6-10,1,16-20,2.0,2.0,4.0,Rarely,3,Unknown,4+,2,2.0,No travel,5.0,6-10,5.0,>2h,720.6,GOOD
<35,None,1,16-20,1.0,1.0,1.0,Never,2,<10,3,2,2.0,2 trips,1.0,3-5,5.0,>2h,698.7,MODERATE
45-50,11-15,1,11-15,3.0,3.0,2.0,Sometimes,1,Unknown,2,1,3.0,2 trips,5.0,>15,5.0,>2h,729.3,GOOD
35-40,1-5,4-5,16-20,4.0,4.0,2.0,Often,4+,10-20,None,4+,3.0,No travel,2.0,3-5,5.0,1-2h,658.6,MODERATE
<35,>15,6-8,16-20,3.0,3.0,4.0,Sometimes,1,10-20,3,3,3.0,2 trips,2.0,6-10,3.0,>2h,635.9,MODERATE
40-45,None,6-8,0-5,1.0,1.0,1.0,Never,3,30-45,2,None,1.0,3 trips,2.0,<3,5.0,>2h,664.7,MODERATE
<35,>15,2-3,11-15,3.0,3.0,4.0,Sometimes,1,Unknown,1,1,3.0,2 trips,2.0,11-15,5.0,No commute,700.2,GOOD
<35,None,2-3,6-10,3.0,3.0,2.0,Sometimes,3,<10,4+,3,3.0,>3 trips,5.0,6-10,4.0,>2h,674.1,MODERATE
45-50,11-15,6-8,6-10,5.0,5.0,4.0,Always,1,Unknown,4+,None,5.0,>3 trips,3.0,3-5,5.0,1-2h,686.2,MODERATE
35-40,11-15,1,>20,5.0,5.0,2.0,Always,2,10-20,4+,4+,4.0,1 trip,2.0,3-5,2.0,1-2h,643.1,MODERATE
40-45,6-10,4-5,0-5,4.0,4.0,4.0,Often,2,<10,2,4+,4.0,1 trip,2.0,<3,5.0,30-60,647.8,MODERATE
>50,None,6-8,11-15,4.0,4.0,2.0,Often,None,10-20,2,2,4.0,No travel,1.0,>15,5.0,1-2h,644.1,MODERATE
>50,1-5,4-5,11-15,5.0,5.0,2.0,Always,4+,<10,None,2,4.0,>3 trips,1.0,6-10,2.0,>2h,609.7,MODERATE
<35,11-15,>8,0-5,1.0,1.0,2.0,Never,4+,>45,4+,3,1.0,1 trip,4.0,11-15,2.0,<30,723.0,GOOD
45-50,6-10,1,0-5,1.0,1.0,2.0,Never,4+,>45,1,None,1.0,No travel,4.0,11-15,2.0,30-60,723.0,GOOD
45-50,11-15,>8,>20,1.0,1.0,4.0,Never,4+,<10,4+,2,1.0,1 trip,1.0,<3,2.0,1-2h,659.4,MODERATE
>50,>15,6-8,6-10,2.0,2.0,1.0,Rarely,2,10-20,3,1,2.0,2 trips,1.0,3-5,5.0,30-60,668.3,MODERATE
40-45,11-15,2-3,11-15,3.0,3.0,2.0,Sometimes,3,<10,3,2,3.0,3 trips,1.0,<3,4.0,No commute,600.8,MODERATE
35-40,None,6-8,0-5,4.0,4.0,2.0,Often,2,<10,1,3,4.0,1 trip,1.0,<3,2.0,>2h,597.6,MODERATE
40-45,6-10,>8,11-15,3.0,3.0,4.0,Sometimes,3,20-30,2,1,3.0,2 trips,1.0,6-10,4.0,>2h,682.0,MODERATE
35-40,None,4-5,6-10,3.0,3.0,4.0,Sometimes,3,20-30,4+,4+,3.0,3 trips,1.0,6-10,4.0,30-60,682.0,MODERATE
>50,1-5,6-8,11-15,3.0,3.0,4.0,Sometimes,3,Unknown,3,1,3.0,1 trip,5.0,6-10,5.0,1-2h,692.3,MODERATE
35-40,1-5,2-3,11-15,3.0,3.0,2.0,Sometimes,1,20-30,1,3,3.0,>3 trips,2.0,3-5,5.0,<30,641.2,MODERATE
45-50,11-15,>8,0-5,1.0,1.0,2.0,Never,3,<10,None,4+,1.0,3 trips,3.0,<3,1.0,1-2h,678.3,MODERATE
<35,6-10,6-8,0-5,1.0,1.0,4.0,Never,3,10-20,3,None,1.0,2 trips,2.0,3-5,1.0,30-60,682.8,MODERATE
<35,6-10,>8,0-5,1.0,1.0,2.0,Never,3,<10,3,3,1.0,>3 trips,4.0,6-10,5.0,1-2h,677.7,MODERATE
>50,6-10,>8,6-10,3.0,3.0,4.0,Sometimes,1,30-45,4+,2,3.0,2 trips,3.0,>15,5.0,30-60,684.5,MODERATE
45-50,6-10,1,16-20,4.0,4.0,4.0,Often,2,>45,2,3,4.0,1 trip,5.0,<3,3.0,>2h,696.6,MODERATE
40-45,11-15,4-5,6-10,3.0,3.0,4.0,Sometimes,3,<10,3,3,3.0,2 trips,4.0,>15,5.0,>2h,679.8,MODERATE
45-50,None,1,0-5,1.0,1.0,2.0,Never,3,Unknown,3,3,1.0,No travel,2.0,3-5,2.0,>2h,657.3,MODERATE
<35,11-15,>8,>20,4.0,4.0,4.0,Often,2,10-20,4+,4+,4.0,2 trips,4.0,3-5,4.0,30-60,660.5,MODERATE
<35,None,2-3,11-15,5.0,5.0,2.0,Always,2,<10,2,3,4.0,2 trips,5.0,6-10,5.0,>2h,652.0,MODERATE
45-50,>15,2-3,11-15,3.0,3.0,3.0,Sometimes,3,30-45,None,None,3.0,>3 trips,1.0,11-15,2.0,No commute,669.8,MODERATE
45-50,>15,1,11-15,5.0,5.0,1.0,Always,1,Unknown,None,3,5.0,2 trips,2.0,>15,5.0,<30,644.4,MODERATE
<35,None,2-3,11-15,4.0,4.0,2.0,Often,1,<10,None,2,4.0,3 trips,5.0,3-5,2.0,30-60,626.1,MODERATE
40-45,11-15,>8,>20,5.0,5.0,2.0,Always,None,20-30,None,1,5.0,2 trips,5.0,3-5,2.0,>2h,708.7,GOOD
>50,1-5,6-8,0-5,3.0,3.0,2.0,Sometimes,2,>45,2,4+,3.0,1 trip,1.0,3-5,2.0,No commute,593.6,MODERATE
>50,11-15,>8,16-20,2.0,2.0,3.0,Rarely,1,10-20,None,2,3.0,No travel,2.0,6-10,2.0,1-2h,698.1,MODERATE
45-50,1-5,6-8,11-15,1.0,1.0,4.0,Never,2,10-20,4+,None,2.0,No travel,1.0,6-10,4.0,<30,659.0,MODERATE
>50,11-15,2-3,16-20,1.0,1.0,3.0,Never,3,<10,4+,3,1.0,2 trips,2.0,<3,5.0,<30,645.8,MODERATE
<35,6-10,4-5,6-10,3.0,3.0,3.0,Sometimes,1,20-30,4+,4+,3.0,No travel,2.0,6-10,2.0,>2h,678.2,MODERATE
<35,6-10,4-5,6-10,1.0,1.0,4.0,Never,4+,30-45,None,4+,1.0,>3 trips,1.0,6-10,5.0,30-60,670.9,MODERATE
45-50,>15,>8,11-15,4.0,4.0,2.0,Often,2,<10,4+,4+,4.0,No travel,5.0,3-5,1.0,30-60,670.7,MODERATE
45-50,>15,>8,0-5,3.0,3.0,4.0,Sometimes,2,<10,4+,2,3.0,1 trip,1.0,3-5,4.0,No commute,665.0,MODERATE
45-50,None,2-3,>20,4.0,4.0,2.0,Often,2,20-30,1,1,4.0,2 trips,2.0,6-10,4.0,30-60,649.2,MODERATE
40-45,1-5,4-5,11-15,3.0,3.0,4.0,Sometimes,3,<10,None,1,3.0,No travel,5.0,>15,4.0,>2h,692.6,MODERATE
>50,6-10,4-5,6-10,3.0,3.0,4.0,Sometimes,2,20-30,4+,None,3.0,1 trip,2.0,>15,3.0,<30,655.2,MODERATE
45-50,11-15,>8,6-10,4.0,4.0,2.0,Often,2,20-30,2,2,4.0,No travel,4.0,6-10,5.0,<30,658.2,MODERATE
35-40,None,4-5,16-20,5.0,5.0,2.0,Always,4+,<10,4+,2,4.0,1 trip,2.0,3-5,1.0,<30,598.9,MODERATE
35-40,11-15,>8,>20,3.0,3.0,4.0,Sometimes,3,<10,1,2,3.0,2 trips,5.0,>15,4.0,>2h,692.6,MODERATE
<35,6-10,1,11-15,1.0,1.0,2.0,Never,3,<10,2,3,1.0,1 trip,1.0,<3,2.0,1-2h,597.0,MODERATE
>50,6-10,4-5,0-5,1.0,1.0,4.0,Never,1,<10,2,2,2.0,No travel,2.0,<3,1.0,>2h,613.1,MODERATE
45-50,6-10,6-8,16-20,4.0,4.0,4.0,Often,2,10-20,3,2,4.0,1 trip,4.0,6-10,5.0,<30,689.0,MODERATE
35-40,6-10,2-3,>20,2.0,2.0,2.0,Rarely,1,Unknown,1,4+,3.0,2 trips,5.0,<3,4.0,<30,735.9,GOOD
>50,11-15,>8,16-20,5.0,5.0,2.0,Always,None,<10,1,4+,5.0,1 trip,2.0,>15,2.0,30-60,629.3,MODERATE
<35,None,4-5,0-5,4.0,4.0,2.0,Often,None,20-30,4+,4+,5.0,>3 trips,4.0,>15,3.0,<30,703.4,GOOD
40-45,6-10,4-5,6-10,3.0,3.0,2.0,Sometimes,2,Unknown,1,2,3.0,No travel,4.0,>15,4.0,No commute,748.2,GOOD
>50,>15,>8,11-15,1.0,1.0,4.0,Never,2,<10,2,2,2.0,1 trip,5.0,3-5,3.0,>2h,712.8,GOOD
>50,None,6-8,11-15,3.0,3.0,4.0,Sometimes,None,20-30,2,4+,4.0,>3 trips,4.0,3-5,5.0,30-60,685.4,MODERATE
40-45,>15,4-5,0-5,3.0,3.0,2.0,Sometimes,1,Unknown,4+,None,3.0,>3 trips,4.0,11-15,5.0,30-60,686.8,MODERATE
>50,11-15,1,11-15,4.0,4.0,2.0,Often,None,10-20,2,None,4.0,3 trips,1.0,3-5,3.0,1-2h,604.0,MODERATE
<35,6-10,2-3,11-15,1.0,1.0,4.0,Never,2,30-45,4+,1,1.0,1 trip,5.0,6-10,2.0,1-2h,696.8,MODERATE
<35,None,>8,16-20,5.0,5.0,2.0,Always,None,<10,3,3,5.0,3 trips,1.0,6-10,1.0,<30,616.5,MODERATE
40-45,6-10,4-5,0-5,3.0,3.0,4.0,Sometimes,3,30-45,1,3,3.0,>3 trips,2.0,>15,2.0,No commute,697.2,MODERATE
45-50,6-10,2-3,16-20,3.0,3.0,4.0,Sometimes,1,<10,1,1,3.0,2 trips,5.0,6-10,4.0,No commute,700.7,GOOD
35-40,None,>8,11-15,3.0,3.0,2.0,Sometimes,1,30-45,1,4+,3.0,1 trip,3.0,>15,5.0,30-60,717.4,GOOD
45-50,6-10,>8,>20,3.0,3.0,1.0,Sometimes,3,20-30,3,4+,3.0,3 trips,2.0,11-15,4.0,>2h,650.3,MODERATE
>50,6-10,>8,>20,2.0,2.0,2.0,Rarely,1,10-20,1,2,3.0,No travel,2.0,6-10,5.0,1-2h,622.3,MODERATE
35-40,1-5,6-8,16-20,1.0,1.0,4.0,Never,3,<10,3,3,1.0,2 trips,5.0,3-5,2.0,30-60,699.1,MODERATE
40-45,1-5,1,6-10,2.0,2.0,1.0,Rarely,2,10-20,3,2,2.0,3 trips,2.0,3-5,2.0,1-2h,639.7,MODERATE
40-45,None,>8,6-10,1.0,1.0,2.0,Never,3,>45,4+,2,1.0,1 trip,2.0,>15,5.0,1-2h,753.5,GOOD
35-40,None,6-8,0-5,4.0,4.0,4.0,Often,4+,Unknown,None,3,3.0,No travel,1.0,6-10,5.0,No commute,673.8,MODERATE
<35,6-10,>8,>20,3.0,3.0,4.0,Sometimes,2,30-45,None,4+,3.0,2 trips,2.0,>15,2.0,30-60,686.9,MODERATE
35-40,>15,>8,>20,1.0,1.0,4.0,Never,4+,Unknown,4+,None,1.0,>3 trips,5.0,>15,5.0,No commute,777.5,GOOD
>50,None,6-8,16-20,2.0,2.0,4.0,Rarely,3,20-30,4+,4+,2.0,3 trips,1.0,>15,4.0,No commute,645.0,MODERATE
<35,6-10,1,11-15,4.0,4.0,1.0,Often,None,10-20,4+,4+,4.0,2 trips,1.0,6-10,3.0,30-60,636.1,MODERATE
40-45,>15,2-3,0-5,5.0,5.0,4.0,Always,1,Unknown,1,2,5.0,>3 trips,3.0,11-15,4.0,>2h,717.4,GOOD
35-40,1-5,4-5,16-20,4.0,4.0,5.0,Often,3,20-30,2,2,3.0,1 trip,2.0,3-5,2.0,1-2h,617.4,MODERATE
45-50,None,>8,6-10,3.0,3.0,2.0,Sometimes,4+,>45,4+,2,2.0,1 trip,1.0,11-15,5.0,No commute,661.9,MODERATE
45-50,6-10,1,11-15,3.0,3.0,2.0,Sometimes,4+,30-45,3,3,2.0,>3 trips,1.0,6-10,3.0,>2h,646.6,MODERATE
>50,1-5,4-5,0-5,2.0,2.0,2.0,Rarely,2,Unknown,None,3,2.0,2 trips,1.0,<3,5.0,<30,639.9,MODERATE
45-50,11-15,>8,11-15,2.0,2.0,2.0,Rarely,3,10-20,1,1,2.0,3 trips,4.0,3-5,1.0,30-60,663.7,MODERATE
35-40,1-5,4-5,6-10,3.0,3.0,4.0,Sometimes,3,Unknown,2,2,3.0,1 trip,1.0,6-10,5.0,<30,745.0,GOOD
35-40,6-10,6-8,16-20,4.0,4.0,2.0,Often,1,<10,None,3,4.0,1 trip,1.0,6-10,4.0,<30,627.4,MODERATE
45-50,>15,1,16-20,1.0,1.0,4.0,Never,3,10-20,None,1,1.0,2 trips,1.0,6-10,3.0,30-60,719.6,GOOD
35-40,11-15,1,>20,2.0,2.0,2.0,Rarely,1,10-20,None,2,3.0,1 trip,2.0,3-5,1.0,1-2h,591.5,MODERATE
>50,11-15,2-3,16-20,1.0,1.0,4.0,Never,1,Unknown,3,2,2.0,No travel,2.0,3-5,2.0,>2h,676.2,MODERATE
<35,11-15,2-3,>20,2.0,2.0,4.0,Rarely,2,10-20,3,None,2.0,>3 trips,2.0,3-5,2.0,<30,667.9,MODERATE
>50,None,4-5,16-20,4.0,4.0,4.0,Often,1,20-30,3,3,4.0,3 trips,5.0,6-10,5.0,<30,677.9,MODERATE
>50,6-10,6-8,0-5,2.0,2.0,4.0,Rarely,2,10-20,2,1,2.0,2 trips,3.0,11-15,5.0,>2h,718.5,GOOD
35-40,11-15,4-5,6-10,4.0,4.0,4.0,Often,2,Unknown,None,2,4.0,No travel,4.0,>15,5.0,<30,733.2,GOOD
<35,1-5,>8,11-15,4.0,4.0,5.0,Often,3,20-30,4+,3,3.0,1 trip,5.0,11-15,4.0,30-60,670.3,MODERATE
35-40,>15,1,6-10,2.0,2.0,4.0,Rarely,4+,<10,2,1,2.0,1 trip,2.0,<3,2.0,>2h,679.4,MODERATE
40-45,6-10,4-5,6-10,3.0,3.0,3.0,Sometimes,3,Unknown,3,None,3.0,No travel,1.0,11-15,4.0,No commute,645.4,MODERATE
35-40,1-5,4-5,>20,2.0,2.0,4.0,Rarely,1,20-30,3,1,3.0,1 trip,2.0,<3,4.0,No commute,651.4,MODERATE
35-40,None,1,>20,2.0,2.0,3.0,Rarely,3,20-30,3,2,2.0,>3 trips,1.0,3-5,4.0,1-2h,665.0,MODERATE
35-40,11-15,1,0-5,3.0,3.0,4.0,Sometimes,1,20-30,1,4+,3.0,1 trip,2.0,11-15,2.0,<30,642.7,MODERATE
<35,1-5,2-3,11-15,3.0,3.0,2.0,Sometimes,2,<10,None,4+,3.0,3 trips,1.0,11-15,1.0,30-60,620.6,MODERATE
35-40,6-10,2-3,16-20,2.0,2.0,4.0,Rarely,3,30-45,4+,None,2.0,>3 trips,5.0,3-5,2.0,>2h,686.2,MODERATE
<35,1-5,1,16-20,3.0,3.0,4.0,Sometimes,1,Unknown,None,2,3.0,2 trips,2.0,3-5,3.0,<30,655.6,MODERATE
45-50,None,4-5,6-10,1.0,1.0,4.0,Never,2,Unknown,2,2,2.0,>3 trips,4.0,>15,2.0,30-60,744.4,GOOD
40-45,>15,>8,0-5,1.0,1.0,5.0,Never,2,Unknown,1,3,1.0,2 trips,5.0,6-10,5.0,30-60,749.7,GOOD
<35,11-15,4-5,11-15,1.0,1.0,5.0,Never,2,Unknown,2,4+,1.0,2 trips,5.0,6-10,5.0,No commute,749.7,GOOD
45-50,6-10,>8,16-20,3.0,3.0,4.0,Sometimes,2,Unknown,3,3,3.0,>3 trips,5.0,3-5,3.0,No commute,632.5,MODERATE
<35,11-15,1,6-10,3.0,3.0,4.0,Sometimes,3,<10,3,2,3.0,3 trips,2.0,3-5,5.0,30-60,697.4,MODERATE
<35,11-15,>8,0-5,1.0,1.0,4.0,Never,2,>45,4+,None,1.0,1 trip,5.0,>15,5.0,<30,799.2,GOOD
40-45,11-15,2-3,11-15,1.0,1.0,4.0,Never,3,10-20,None,4+,1.0,>3 trips,5.0,11-15,4.0,>2h,710.0,GOOD
>50,1-5,1,6-10,3.0,3.0,5.0,Sometimes,3,20-30,2,3,3.0,2 trips,5.0,3-5,2.0,1-2h,730.8,GOOD
>50,1-5,6-8,6-10,2.0,2.0,2.0,Rarely,3,10-20,3,None,2.0,>3 trips,2.0,6-10,2.0,<30,680.4,MODERATE
<35,>15,>8,0-5,1.0,1.0,1.0,Never,3,<10,4+,2,1.0,2 trips,2.0,<3,1.0,30-60,629.9,MODERATE
35-40,None,>8,0-5,1.0,1.0,3.0,Never,3,>45,4+,1,1.0,2 trips,2.0,<3,5.0,>2h,711.0,GOOD
45-50,6-10,6-8,0-5,1.0,1.0,3.0,Never,2,<10,2,1,2.0,No travel,2.0,6-10,3.0,1-2h,649.5,MODERATE
35-40,1-5,6-8,0-5,3.0,3.0,5.0,Sometimes,3,20-30,None,4+,3.0,3 trips,5.0,3-5,2.0,30-60,730.8,GOOD
35-40,11-15,1,11-15,5.0,5.0,5.0,Always,None,20-30,1,None,5.0,3 trips,5.0,>15,5.0,>2h,723.4,GOOD
<35,None,4-5,0-5,4.0,4.0,2.0,Often,1,30-45,4+,3,4.0,2 trips,4.0,11-15,5.0,>2h,675.8,MODERATE
<35,6-10,6-8,0-5,5.0,5.0,1.0,Always,3,<10,2,None,4.0,2 trips,5.0,6-10,5.0,1-2h,674.1,MODERATE
<35,6-10,>8,0-5,5.0,5.0,2.0,Always,3,10-20,3,4+,4.0,1 trip,1.0,6-10,4.0,30-60,609.5,MODERATE
<35,6-10,6-8,11-15,4.0,4.0,1.0,Often,1,<10,1,2,4.0,2 trips,3.0,3-5,4.0,No commute,616.1,MODERATE
>50,6-10,1,16-20,4.0,4.0,1.0,Often,1,<10,1,None,4.0,2 trips,3.0,3-5,4.0,<30,611.0,MODERATE
<35,>15,1,6-10,2.0,2.0,1.0,Rarely,2,10-20,None,4+,2.0,3 trips,5.0,3-5,5.0,1-2h,668.3,MODERATE
>50,6-10,>8,>20,1.0,1.0,2.0,Never,3,20-30,2,4+,1.0,2 trips,3.0,>15,5.0,<30,729.7,GOOD
>50,None,>8,6-10,1.0,1.0,2.0,Never,3,20-30,None,3,1.0,1 trip,3.0,>15,5.0,1-2h,729.7,GOOD
<35,1-5,>8,11-15,2.0,2.0,3.0,Rarely,3,10-20,4+,2,2.0,No travel,5.0,>15,5.0,No commute,718.9,GOOD
40-45,None,4-5,0-5,2.0,2.0,4.0,Rarely,3,<10,4+,None,2.0,No travel,5.0,3-5,3.0,<30,691.3,MODERATE
45-50,11-15,>8,11-15,2.0,2.0,3.0,Rarely,2,20-30,2,4+,2.0,1 trip,2.0,6-10,1.0,>2h,646.7,MODERATE
35-40,>15,1,16-20,5.0,5.0,1.0,Always,4+,<10,3,2,4.0,2 trips,2.0,>15,2.0,>2h,646.7,MODERATE
>50,>15,1,>20,2.0,2.0,2.0,Rarely,3,<10,4+,3,2.0,1 trip,2.0,>15,3.0,<30,690.6,MODERATE
45-50,11-15,6-8,16-20,4.0,4.0,4.0,Often,2,Unknown,4+,4+,4.0,No travel,5.0,3-5,5.0,30-60,713.2,GOOD
40-45,None,>8,0-5,1.0,1.0,2.0,Never,4+,<10,3,3,1.0,3 trips,1.0,6-10,5.0,>2h,629.9,MODERATE
35-40,None,4-5,11-15,2.0,2.0,4.0,Rarely,3,20-30,1,2,2.0,2 trips,3.0,6-10,3.0,1-2h,652.0,MODERATE
35-40,11-15,2-3,11-15,2.0,2.0,4.0,Rarely,3,20-30,2,3,2.0,2 trips,1.0,6-10,2.0,30-60,653.5,MODERATE
>50,6-10,6-8,0-5,1.0,1.0,4.0,Never,3,10-20,1,None,1.0,>3 trips,5.0,6-10,2.0,1-2h,662.4,MODERATE
<35,6-10,4-5,0-5,4.0,4.0,4.0,Often,1,<10,None,3,4.0,2 trips,2.0,11-15,3.0,No commute,694.3,MODERATE
40-45,1-5,>8,>20,1.0,1.0,2.0,Never,4+,<10,3,1,1.0,>3 trips,1.0,6-10,2.0,>2h,636.9,MODERATE
>50,None,4-5,16-20,1.0,1.0,2.0,Never,4+,<10,2,1,1.0,>3 trips,1.0,6-10,2.0,No commute,636.9,MODERATE
40-45,None,2-3,0-5,3.0,3.0,1.0,Sometimes,4+,<10,3,1,2.0,3 trips,2.0,11-15,2.0,30-60,634.6,MODERATE
<35,11-15,4-5,0-5,3.0,3.0,4.0,Sometimes,2,Unknown,3,1,3.0,>3 trips,2.0,6-10,2.0,1-2h,649.0,MODERATE
<35,11-15,2-3,16-20,4.0,4.0,4.0,Often,2,<10,1,None,4.0,>3 trips,1.0,6-10,2.0,>2h,609.1,MODERATE
>50,6-10,2-3,0-5,2.0,2.0,4.0,Rarely,2,<10,1,4+,2.0,>3 trips,2.0,6-10,2.0,<30,652.2,MODERATE
<35,None,2-3,>20,4.0,4.0,2.0,Often,3,<10,None,1,3.0,>3 trips,2.0,>15,5.0,No commute,676.4,MODERATE
45-50,None,4-5,>20,2.0,2.0,1.0,Rarely,1,10-20,2,1,3.0,>3 trips,5.0,>15,5.0,>2h,708.1,GOOD
35-40,>15,>8,16-20,4.0,4.0,4.0,Often,1,<10,3,4+,4.0,1 trip,2.0,<3,2.0,<30,631.8,MODERATE
>50,1-5,1,6-10,3.0,3.0,4.0,Sometimes,1,Unknown,None,1,3.0,>3 trips,5.0,>15,5.0,30-60,752.7,GOOD
40-45,1-5,1,>20,3.0,3.0,2.0,Sometimes,3,30-45,3,4+,3.0,1 trip,5.0,11-15,5.0,<30,706.6,GOOD
45-50,6-10,4-5,11-15,3.0,3.0,4.0,Sometimes,1,Unknown,None,1,3.0,1 trip,5.0,>15,5.0,30-60,752.7,GOOD
>50,None,>8,11-15,2.0,2.0,4.0,Rarely,1,30-45,3,4+,3.0,1 trip,4.0,6-10,4.0,No commute,672.0,MODERATE
<35,>15,1,6-10,3.0,3.0,4.0,Sometimes,4+,20-30,1,4+,2.0,2 trips,5.0,>15,5.0,<30,715.3,GOOD
<35,None,2-3,>20,5.0,5.0,4.0,Always,1,10-20,4+,2,5.0,1 trip,5.0,>15,5.0,1-2h,695.3,MODERATE
<35,11-15,4-5,0-5,4.0,4.0,2.0,Often,1,30-45,None,3,4.0,2 trips,2.0,6-10,5.0,1-2h,686.4,MODERATE
<35,6-10,4-5,6-10,3.0,3.0,4.0,Sometimes,3,>45,None,4+,3.0,1 trip,1.0,>15,3.0,1-2h,730.6,GOOD
